textbox22
generated on 30/09/2020 10:02:14 UTC

HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,48,2017-11-27,2017-12-03,All,,,,,,,,,,,,,,,,,,,,,,,,,13104,,1059337,,1237.00,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,48,2017-11-27,2017-12-03,All,61,,46405,,131.45,,,,,,,,85,621,,13.69,,7,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,48,2017-11-27,2017-12-03,All,1848,,2127468,,86.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,48,2017-11-27,2017-12-03,All,2254,,5417368,,41.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,48,2017-11-27,2017-12-03,All,21,,122004,,17.21,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,48,2017-11-27,2017-12-03,All,37568,,66725826,,56.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,48,2017-11-27,2017-12-03,All,22,,292055,,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,48,2017-11-27,2017-12-03,All,51,,134711,,37.86,,,,,,,,,,,,,,,,,,,,3127,,1255403,,249.08,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,47,2017-11-20,2017-11-26,All,2,,1534,,130.38,,,,,,,,43,842,0,5.11,,30,,,,,,,2665,,3017079,,88.33,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,47,2017-11-20,2017-11-26,All,21,,107128,,19.60,,,,,,,,,,,,,,,,,,,,1563,,107128,,1459.00,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,47,2017-11-20,2017-11-26,All,1555,,2125282,,73.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,47,2017-11-20,2017-11-26,All,2074,,5394190,,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,47,2017-11-20,2017-11-26,All,41,,132591,,30.92,,,,,,,,,,,,,,,,,,,,2951,,1361803,,216.70,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,47,2017-11-20,2017-11-26,All,,,,,,,,,,,,,,,,,,,,,,,,,12921,,1053996,,1225.91,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,47,2017-11-20,2017-11-26,All,51,,186219,,27.39,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,47,2017-11-20,2017-11-26,All,24972,,66725826,,37.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,47,2017-11-20,2017-11-26,All,15,,296530,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,47,2017-11-20,2017-11-26,All,58,,46906,,123.65,,,,,,,,83,626,,13.26,,3,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,47,2017-11-20,2017-11-26,All,669,,228912,,292.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,47,2017-11-20,2017-11-26,All,3642,,1066184,,341.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,46,2017-11-13,2017-11-19,All,23,,296530,,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,46,2017-11-13,2017-11-19,All,43,,130823,,32.87,,,,,,,,,,,,,,,,,,,,2893,,1363480,,212.18,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,46,2017-11-13,2017-11-19,All,19,,1563,,1215.61,,,,,,,,46,930,0,4.95,,30,,,,,,,2585,,3017079,,85.68,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,46,2017-11-13,2017-11-19,All,45,,171771,,26.20,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,46,2017-11-13,2017-11-19,All,13398,,66725826,,20.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,46,2017-11-13,2017-11-19,All,740,,237050,,312.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,46,2017-11-13,2017-11-19,All,15,,106386,,14.10,,,,,,,,,,,,,,,,,,,,1570,,106386,,1475.76,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,46,2017-11-13,2017-11-19,All,89,,45417,,195.96,,,,,,,,84,621,,13.53,,6,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,46,2017-11-13,2017-11-19,All,1879,,5418412,,34.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,46,2017-11-13,2017-11-19,All,3754,,1072990,,349.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,46,2017-11-13,2017-11-19,All,,,,,,,,,,,,,,,,,,,,,,,,,12359,,1050127,,1176.91,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,46,2017-11-13,2017-11-19,All,1276,,2127468,,59.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,45,2017-11-06,2017-11-12,All,15,,2108,,711.57,,,,,,,,44,936,0,4.70,,33,,,,,,,2594,,3017079,,85.98,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,45,2017-11-06,2017-11-12,All,46,,160532,,28.65,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,45,2017-11-06,2017-11-12,All,14035,,66725826,,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,45,2017-11-06,2017-11-12,All,660,,238742,,276.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,45,2017-11-06,2017-11-12,All,3402,,1049603,,324.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,45,2017-11-06,2017-11-12,All,9,,97102,,9.27,,,,,,,,,,,,,,,,,,,,1165,,97102,,1199.77,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,45,2017-11-06,2017-11-12,All,,,,,,,,,,,,,,,,,,,,,,,,,11198,,1008918,,1109.90,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,45,2017-11-06,2017-11-12,All,66,,43370,,152.18,,,,,,,,78,564,,13.83,,5,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,45,2017-11-06,2017-11-12,All,1139,,2126686,,53.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,45,2017-11-06,2017-11-12,All,1825,,5406390,,33.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,45,2017-11-06,2017-11-12,All,22,,293380,,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,45,2017-11-06,2017-11-12,All,52,,123614,,42.07,,,,,,,,,,,,,,,,,,,,2576,,1351453,,190.61,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,44,2017-10-30,2017-11-05,All,17,,1677,,1013.71,,,,,,,,56,916,0,6.11,,36,,,,,,,2513,,3017079,,83.29,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,44,2017-10-30,2017-11-05,All,93,,52806,,176.12,,,,,,,,85,587,,14.48,,3,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,44,2017-10-30,2017-11-05,All,928,,2121058,,43.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,44,2017-10-30,2017-11-05,All,1596,,5448251,,29.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,44,2017-10-30,2017-11-05,All,22,,103637,,21.23,,,,,,,,,,,,,,,,,,,,1323,,103637,,1276.57,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,44,2017-10-30,2017-11-05,All,,,,,,,,,,,,,,,,,,,,,,,,,7721,,1052043,,733.91,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,44,2017-10-30,2017-11-05,All,28,,163743,,17.10,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,44,2017-10-30,2017-11-05,All,8544,,66725826,,12.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,44,2017-10-30,2017-11-05,All,10,,292105,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,44,2017-10-30,2017-11-05,All,32,,132155,,24.21,,,,,,,,,,,,,,,,,,,,2499,,1372503,,182.08,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,44,2017-10-30,2017-11-05,All,747,,225699,,330.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,44,2017-10-30,2017-11-05,All,2705,,1079987,,250.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,43,2017-10-23,2017-10-29,All,28,,119648,,23.40,,,,,,,,,,,,,,,,,,,,2541,,1345405,,188.87,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,43,2017-10-23,2017-10-29,All,35,,1427,,2452.70,,,,,,,,72,918,0,7.84,,59,,,,,,,2917,,3017079,,96.68,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,43,2017-10-23,2017-10-29,All,17,,170165,,9.99,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,43,2017-10-23,2017-10-29,All,7300,,66725826,,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,43,2017-10-23,2017-10-29,All,15,,288104,,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,43,2017-10-23,2017-10-29,All,13,,109729,,11.85,,,,,,,,,,,,,,,,,,,,1412,,109729,,1286.81,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,43,2017-10-23,2017-10-29,All,94,,56101,,167.55,,,,,,,,72,598,,12.04,,2,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,43,2017-10-23,2017-10-29,All,712,,216628,,328.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,43,2017-10-23,2017-10-29,All,3240,,1062953,,304.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,43,2017-10-23,2017-10-29,All,,,,,,,,,,,,,,,,,,,,,,,,,10996,,999636,,1100.00,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,43,2017-10-23,2017-10-29,All,964,,2127051,,45.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,43,2017-10-23,2017-10-29,All,1548,,5422297,,28.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,42,2017-10-16,2017-10-22,All,,,,,,,,,,,,,,,,,,,,,,,,,10959,,999088,,1096.90,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,42,2017-10-16,2017-10-22,All,18,,113979,,15.79,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,42,2017-10-16,2017-10-22,All,9966,,66725826,,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,42,2017-10-16,2017-10-22,All,657,,221281,,296.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,42,2017-10-16,2017-10-22,All,19,,268061,,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,42,2017-10-16,2017-10-22,All,23,,108020,,21.29,,,,,,,,,,,,,,,,,,,,1494,,108020,,1383.08,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,42,2017-10-16,2017-10-22,All,54,,52940,,102.00,,,,,,,,99,604,,16.39,,2,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,42,2017-10-16,2017-10-22,All,1402,,5393564,,25.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,42,2017-10-16,2017-10-22,All,3335,,1048878,,317.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,42,2017-10-16,2017-10-22,All,14,,1398,,1001.43,,,,,,,,49,891,0,5.50,,27,,,,,,,2424,,3017079,,80.34,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,42,2017-10-16,2017-10-22,All,1167,,2127468,,54.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,42,2017-10-16,2017-10-22,All,43,,128809,,33.38,,,,,,,,,,,,,,,,,,,,2424,,1230990,,196.91,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,41,2017-10-09,2017-10-15,All,7,,1414,,495.05,,,,,,,,51,890,0,5.73,,27,,,,,,,2361,,3017079,,78.25,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,41,2017-10-09,2017-10-15,All,38,,46262,,82.14,,,,,,,,74,608,,12.17,,1,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,41,2017-10-09,2017-10-15,All,1285,,5408480,,23.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,41,2017-10-09,2017-10-15,All,3584,,1050494,,341.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,41,2017-10-09,2017-10-15,All,11,,101560,,10.83,,,,,,,,,,,,,,,,,,,,1378,,101560,,1356.83,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,41,2017-10-09,2017-10-15,All,1087,,2127468,,51.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,41,2017-10-09,2017-10-15,All,,,,,,,,,,,,,,,,,,,,,,,,,11811,,972181,,1214.90,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,41,2017-10-09,2017-10-15,All,13,,282274,,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,41,2017-10-09,2017-10-15,All,48,,128022,,37.49,,,,,,,,,,,,,,,,,,,,2585,,1269895,,203.56,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,41,2017-10-09,2017-10-15,All,16,,138058,,11.59,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,41,2017-10-09,2017-10-15,All,12434,,66725826,,18.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,41,2017-10-09,2017-10-15,All,811,,221962,,365.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,40,2017-10-02,2017-10-08,All,12,,84893,,14.14,,,,,,,,,,,,,,,,,,,,1601,,84893,,1885.90,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,40,2017-10-02,2017-10-08,All,11,,1406,,782.36,,,,,,,,52,844,0,6.16,,20,,,,,,,2024,,3017079,,67.08,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,40,2017-10-02,2017-10-08,All,16,,109162,,14.66,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,40,2017-10-02,2017-10-08,All,12725,,66725826,,19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,40,2017-10-02,2017-10-08,All,14,,257201,,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,40,2017-10-02,2017-10-08,All,44,,133136,,33.05,,,,,,,,,,,,,,,,,,,,2643,,1285098,,205.67,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,40,2017-10-02,2017-10-08,All,569,,163220,,348.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,40,2017-10-02,2017-10-08,All,3727,,1050501,,354.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,40,2017-10-02,2017-10-08,All,,,,,,,,,,,,,,,,,,,,,,,,,10085,,941736,,1070.89,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,40,2017-10-02,2017-10-08,All,54,,43776,,123.36,,,,,,,,55,551,,9.98,,3,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,40,2017-10-02,2017-10-08,All,1212,,2148874,,56.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,40,2017-10-02,2017-10-08,All,1199,,5380687,,22.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,39,2017-09-25,2017-10-01,All,,,,,,,,,,,,,,,,,,,,,,,,,8525,,704545,,1210.00,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,39,2017-09-25,2017-10-01,All,14949,,66725826,,22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,39,2017-09-25,2017-10-01,All,13,,242090,,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,39,2017-09-25,2017-10-01,All,12,,82943,,14.47,,,,,,,,,,,,,,,,,,,,1601,,82943,,1930.24,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,39,2017-09-25,2017-10-01,All,21,,46489,,45.17,,,,,,,,54,581,,9.29,,3,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,39,2017-09-25,2017-10-01,All,404,,151326,,266.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,39,2017-09-25,2017-10-01,All,3664,,1019593,,359.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,39,2017-09-25,2017-10-01,All,10,,1571,,636.54,,,,,,,,39,776,0,5.03,,20,,,,,,,2158,,3017079,,71.53,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,39,2017-09-25,2017-10-01,All,63,,133136,,47.32,,,,,,,,,,,,,,,,,,,,1962,,994012,,197.38,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,38,2017-09-18,2017-09-24,All,5,,1029,,485.91,,,,,,,,31,822,0,3.77,,23,,,,,,,1637,,3017079,,54.26,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,38,2017-09-18,2017-09-24,All,7,,43892,,15.95,,,,,,,,53,530,,10.00,,3,,,,,,,,,,,,,,,,,1,,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,38,2017-09-18,2017-09-24,All,3430,,1035307,,331.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,38,2017-09-18,2017-09-24,All,7,,77717,,9.01,,,,,,,,,,,,,,,,,,,,1247,,77717,,1604.54,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,38,2017-09-18,2017-09-24,All,,,,,,,,,,,,,,,,,,,,,,,,,9369,,783361,,1196.00,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,38,2017-09-18,2017-09-24,All,51,,133136,,38.31,,,,,,,,,,,,,,,,,,,,1795,,961508,,186.69,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,France,2017,38,2017-09-18,2017-09-24,All,11463,,66725826,,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,38,2017-09-18,2017-09-24,All,325,,162121,,200.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,38,2017-09-18,2017-09-24,All,8,,272430,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,37,2017-09-11,2017-09-17,All,2,,76319,,2.62,,,,,,,,,,,,,,,,,,,,985,,76319,,1290.64,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,37,2017-09-11,2017-09-17,All,0,,1015,,0.00,,,,,,,,47,841,0,5.59,,18,,,,,,,1554,,3017079,,51.51,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,37,2017-09-11,2017-09-17,All,2,,256712,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,37,2017-09-11,2017-09-17,All,22,,120577,,18.25,,,,,,,,,,,,,,,,,,,,1489,,964400,,154.40,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,France,2017,37,2017-09-11,2017-09-17,All,9715,,66725826,,14.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,37,2017-09-11,2017-09-17,All,180,,146440,,122.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,37,2017-09-11,2017-09-17,All,,,,,,,,,,,,,,,,,,,,,,,,,7893,,867472,,909.89,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,37,2017-09-11,2017-09-17,All,2,,43141,,4.64,,,,,,,,50,615,,8.13,,1,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,37,2017-09-11,2017-09-17,All,2604,,1005343,,259.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,36,2017-09-04,2017-09-10,All,,,,,,,,,,,,,,,,,,,,,,,,,6229,,849795,,733.00,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,36,2017-09-04,2017-09-10,All,3,,269497,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,36,2017-09-04,2017-09-10,All,23,,119898,,19.18,,,,,,,,,,,,,,,,,,,,1346,,1009184,,133.38,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,36,2017-09-04,2017-09-10,All,255,,137748,,185.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
